Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Junge Frau fremdenfeindlich beleidigt und angegriffen,25.04.2023,Neukölln,"Nr. 0615
In einem U-Bahnhof in Neukölln wurde gestern Nachmittag eine junge Frau von einer unbekannten Person fremdenfeindlich beleidigt und verletzt. Gegen 14.40 Uhr sollen die 20- Jährige und ihre Freundin den Zug der Linie 8 am Rathaus Neukölln verlassen haben. Als die Beiden in Richtung Ausgang gelaufen seien, soll eine unbekannt gebliebene Person von hinten auf sie zugelaufen sein und versucht haben, der 20-Jährigen das Kopftuch vom Kopf zu reißen. Dabei sollen auch Haare der jungen Frau herausgerissen worden sein. Die Verletzte sei der unbekannten Person hinterhergelaufen, woraufhin diese wiederum die Frau angeschrien haben soll. Die tatverdächtige Person verließ schließlich den Bahnhof und flüchtete in unbekannte Richtung. Die Anzeige erstattete die Angegriffene wenig später auf dem Polizeiabschnitt 55. Über das Geschlecht der tatverdächtigen Person konnte keine Aussage getroffen werden.
Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1316869.php,berlin_police_results.csv,True,['fremdenfeindlich'],25.04.2023,['14.40'],['20'],"['junge', 'frau', 'junge', 'frau', 'frau', 'frau']",[],['fremdenfeindlich'],
Mann geschlagen und homophob beleidigt,22.04.2023,Tempelhof-Schöneberg,"Nr. 0603
In der vergangenen Nacht kam es in Schöneberg am U-Bahnhof Wittenbergplatz zu einem Streit zwischen einem Unbekannten und einem 40 Jahre alten Mann. Nach ersten Erkenntnissen sei es gegen 22 Uhr im Zug der U-Bahnlinie U1 in Fahrtrichtung Uhlandstraße zunächst zu einem Streitgespräch zwischen den beiden Männern gekommen. Als die U-Bahn in den Bahnhof Wittenbergplatz einfuhr, habe der Unbekannte den 40-Jährigen mit der Faust ins Gesicht geschlagen und ihn anschließend homophob beleidigt. Um weitere Konfrontationen zu verhindern, bestieg der 40-Jährige wieder den Waggon. Der unbekannte Täter verließ den Bahnsteig in Richtung Ausgang. Die alarmierten Polizeikräfte konnten den Tatverdächtigen nicht mehr antreffen. Der 40 Jahre alte Mann erlitt eine Platzwunde am Auge und begab sich selbstständig in ärztliche Behandlung. Die weiteren Ermittlungen übernimmt der Polizeiliche Staatsschutz des Landeskriminalamtes.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1316330.php,berlin_police_results.csv,True,['homophobie'],22.04.2023,['22'],"['40', '40']","['mann', 'mann', 'mann']",['schlagen'],['homophob'],
Im Bus randaliert,22.04.2023,Tempelhof-Schöneberg,"Nr. 0600
Zu einem Mann, der in einem Linienbus der Linie 246 in Tempelhof randalierte, rückten gestern Nachmittag Einsatzkräfte des Polizeiabschnitts 44 aus. Nach den bisherigen Erkenntnissen beleidigte der Unbekannte gegen 17.30 Uhr zunächst einen Fahrgast fremdenfeindlich. Als eine 23-Jährige einschritt, wurde auch sie mit beleidigenden Äußerungen belegt. Auf das Geschehen aufmerksam geworden, alarmierte der 56 Jahre alte Busfahrer die Polizei zu einer Haltestelle in der Nähe der Burgemeister- Ecke Manteuffelstraße. Daraufhin trat der Randalierer an ihn heran und warf eine Glasflasche, die den Fahrer glücklicherweise verfehlte, jedoch an der Frontscheibe abprallte und auf dem Boden zerschellte. Anschließend flüchtete der Tatverdächtige zu Fuß. Die Suche nach ihm blieb ohne Erfolg. Auch der anfangs beleidigte Fahrgast hatte sich vor dem Eintreffen der Polizei entfernt. Die junge Frau sowie der Busfahrer blieben unverletzt. Die Ermittlungen wegen versuchter gefährlicher
    Körperverletzung und Beleidigung dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1316327.php,berlin_police_results.csv,True,['fremdenfeindlich'],22.04.2023,['17.30'],['23'],"['mann', 'junge', 'frau']","['beleidigung', 'körperverletzung']",['fremdenfeindlich'],
Antisemitische Beleidigung im Bus - Betroffene und Zeugen gesucht,21.04.2023,Charlottenburg-Wilmersdorf,"Nr. 0593
Zu einem Vorfall in einem BVG-Bus in Charlottenburg am Dienstag, den 18. April 2023 hat der Polizeiliche Staatsschutz des Landeskriminalamtes die Ermittlungen aufgenommen. Nach bisherigem Kenntnisstand soll eine Frau gegen 13.20 Uhr in einem Bus der Linie 100 in Richtung Alexanderplatz von einem männlichen Fahrgast antisemitisch beleidigt worden sein. Sie alarmierte über den Busfahrer die Polizei, entfernte sich aber vor dem Eintreffen der Einsatzkräfte. Die Polizei Berlin sucht nunmehr die Betroffene sowie Zeuginnen und Zeugen zu dem Vorfall.
Die Fragen der Polizei lauten:
Wer wurde am 18. April 2023 gegen 13.20 Uhr im Bus der Linie 100 in Richtung Alexanderplatz beleidigt?
Wer kann Angaben zu dem geschilderten Vorfall machen?
Wer kann Angaben zur Identität und/oder zum Aufenthaltsort des noch unbekannten Tatverdächtigen machen?
Hinweise nimmt das Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamtes im Bayernring 44 in Tempelhof unter der Telefonnummer (030) 4664-953528, per E-Mail an lka535@polizei.berlin.de oder jede andere Polizeidienststelle entgegen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1315969.php,berlin_police_results.csv,True,['antisemitisch'],21.04.2023,"['13.20', '13.20']",[],['frau'],['beleidigung'],"['antisemitisch', 'antisemitische']",
Fremdenfeindlicher Angriff auf drei Jugendliche und ein Kind in Tram,20.04.2023,Marzahn-Hellersdorf,"Nr. 0590
Gestern Nachmittag kam es in Hellersdorf in einer Tram zu einem fremdenfeindlichen Angriff auf eine Gruppe weiblicher Jugendlicher und ein Kind. Die vier Freundinnen befanden sich gegen 15.30 Uhr in Hellersdorf in der Tram 18 in Richtung Riesaer Straße unmittelbar vor der Haltestelle U-Bahnhof Hellersdorf. Als die Tram kurz vor Erreichen der Haltestelle ins Stocken geriet, sei ein 15-jähriges Mädchen aus der Gruppe gestrauchelt und einem umstehenden Mann mittleren Alters wohl versehentlich auf den Schuh getreten. Jener Mann habe sie zunächst verbal angegangen und folglich beim Halt der Bahn an der Tramstation hinausgeschubst. Die 16-jährige Freundin der Angegriffenen habe den Unbekannten daraufhin gefragt, warum er die 15-Jährige geschubst hätte. Es folgte eine verbale Auseinandersetzung, welche in einer fremdenfeindlichen und beleidigenden Äußerung durch den Tatverdächtigen mündete. Überdies bespuckte der Mann das junge Mädchen mehrfach. Auch das 13-jährige Kind
    und die andere 15-Jährige wurden im Verlauf der Auseinandersetzung von dem männlichen Unbekannten mit Speichel und Worten diskriminiert. Kurz bevor sich der Tatverdächtige in Richtung U-Bahnhof entfernt habe, hätte er noch die Hand gegenüber der 16-Jährigen erhoben und ihr gedroht. Die Ausführung der Drohung konnte durch einen unbekannt gebliebenen Zeugen, welcher den Arm des Unbekannten ergriff, verhindert werden. Eine anschließende Suche durch Polizeikräfte verlief erfolglos. Die weiteren Ermittlungen werden durch das zuständige Fachkommissariat des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1315593.php,berlin_police_results.csv,True,['fremdenfeindlich'],20.04.2023,['15.30'],"['16', '15', '13', '15', '16']","['jugendliche', 'jugendlicher', 'mädchen', 'mann', 'mann', 'mann', 'junge', 'mädchen']","['angriff', 'treten']","['fremdenfeindlicher', 'fremdenfeindlichen']",
Versuchte Körperverletzung und Beleidigung mit rassistischem Hintergrund,19.04.2023,Neukölln,"Nr. 0584
Am gestrigen Abend wurde ein Mann in Berlin-Neukölln in der U-Bahn rassistisch beleidigt. Nach ersten Erkenntnissen fuhr der 23-Jährige gegen 18.20 Uhr mit der U-Bahn der U7 vom Mehringdamm in Richtung Karl-Marx-Straße, als eine bereits im Waggon der U-Bahn befindende mutmaßliche Frau laut geschrien und mehrere Fahrgäste beleidigt haben soll. Als der junge Mann um Ruhe gebeten habe, soll die Frau in dessen Richtung geschlagen haben, welcher jedoch ausweichen konnte. Anschließend soll sie ihn rassistisch beleidigt und ins Gesicht und an die Kleidung gespuckt haben. Am U-Bahnhof Karl-Marx-Straße sei der Mann ausgestiegen, forderte die Frau ebenfalls dazu auf und teilte mit, dass er die Polizei alarmieren werde. Die Frau blieb jedoch im U-Bahnwaggon und sei weitergefahren. Der unverletzt gebliebene Beleidigte begab sich im Anschluss zu einem Polizeiabschnitt und erstattete dort Strafanzeige. Das Ermittlungsverfahren führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1315220.php,berlin_police_results.csv,True,['rassistisch'],19.04.2023,['18.20'],['23'],"['mann', 'frau', 'junge', 'mann', 'frau', 'mann', 'frau', 'frau']","['schlagen', 'beleidigung', 'körperverletzung']","['rassistisch', 'rassistischem']",
Verbot einer Versammlung,17.04.2023,Mitte,"Nr. 0568
Nach Bewertung aller Umstände und Erkenntnisse sowie der Abwägung sämtlicher Interessen – insbesondere dem Grundrecht auf Versammlungsfreiheit – hat die Polizei Berlin die für heute angezeigte Versammlung
“Gedenktag der Palästinensischen Häftlinge in israelischen Gefängnissen”
Kundgebung, 17.30 bis 19 Uhr, Pariser Platz
sowie die Durchführung jeder Ersatzveranstaltung am heutigen Tage im Land Berlin verboten.
Basierend auf Erfahrungen der vergangenen Jahre und auch der jüngeren Vergangenheit, weitergehenden Erkenntnissen und Erstellung einer Prognose hat die Prüfung der Versammlungsbehörde ergeben, dass die unmittelbare Gefahr besteht, dass es bei der Versammlung zu
volksverhetzenden, antisemitischen Ausrufen,
Gewaltverherrlichung,
dem Vermitteln von Gewaltbereitschaft und dadurch zu Einschüchterungen sowie
Gewalttätigkeiten
kommt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1314118.php,berlin_police_results.csv,True,['antisemitisch'],17.04.2023,['19'],[],[],['versammlung'],['antisemitischen'],
Paar gerät mit einem Mann in Streit,16.04.2023,Marzahn-Hellersdorf,"Nr. 0563
Passanten alarmierten gestern Abend die Polizei zu einer körperlichen Auseinandersetzung in die Nähe des S-Bahnhofes Mahlsdorf. Nach den bisherigen Ermittlungen und Aussagen soll eine 25-Jährige mit ihrem 38 Jahre alten Lebensgefährten gegen 18 Uhr eine Bushaltestelle an der Hönower Straße passiert haben, als die Frau aus einer Dreiergruppe heraus von einem 35-Jährigen fremdenfeindlich beleidigt worden sein soll. Ihr Partner soll den Mann daraufhin zur Rede gestellt haben. In der Folge sollen das Paar und der 35-Jährige in eine körperliche Auseinandersetzung geraten sein. Dabei erlitt der 35-Jährige mehrere Schnittverletzungen am Rücken und an einer Hand sowie Verletzungen im Gesicht. Alarmierte Rettungskräfte brachten den alkoholisiert wirkenden Verletzten in ein Krankenhaus, wo er stationär aufgenommen wurde. Die 25-jährige und ihr Partner wurden leicht verletzt und lehnten eine Behandlung ab. Sie waren ebenfalls alkoholisiert. Bei freiwilligen Atemalkoholtests
    stellten die Einsatzkräfte bei dem Pärchen Werte von über 1,8 Promille fest. Nach den polizeilichen Maßnahmen und der Feststellung ihrer Personalien konnte das Paar seinen Weg fortsetzten. Die Ermittlungen zu der Beleidigung und den wechselseitigen Körperverletzungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1313959.php,berlin_police_results.csv,True,['fremdenfeindlich'],16.04.2023,['18'],"['25', '35', '35', '35', '25']","['mann', 'frau', 'mann']","['beleidigung', 'körperverletzung']",['fremdenfeindlich'],
Mutter und Söhne fremdenfeindlich beleidigt und bedroht,14.04.2023,Mitte,"Nr. 0548
Gestern Abend wurden Einsatzkräfte wegen einer Bedrohung mit fremdenfeindlichem Hintergrund in die Beusselstraße nach Moabit alarmiert. Nach ersten Erkenntnissen befand sich eine 49-jährige Frau im Beisein ihrer beiden 15-jährigen Söhne gegen 23.30 Uhr auf dem Heimweg von einem Moscheebesuch, als sie von einer unbekannten Frau verfolgt, beleidigt und bedroht wurden. Die Familie flüchtete sich in den Flur ihres Wohnhauses, woraufhin die Tatverdächtige mehrfach mit der Hand gegen die verschlossene Tür schlug. Anschließend flüchtete sie in unbekannte Richtung. Der Polizeiliche Staatsschutz des Landeskriminalamts hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1313581.php,berlin_police_results.csv,True,['fremdenfeindlich'],14.04.2023,['23.30'],"['49', '15']","['frau', 'frau']",[],"['fremdenfeindlichem', 'fremdenfeindlich']",
Verbot zweier Versammlungen,13.04.2023,Neukölln,"Nr. 0546
Nach Bewertung aller Umstände und Erkenntnisse sowie der Abwägung sämtlicher Interessen – insbesondere dem Grundrecht auf Versammlungsfreiheit – hat die Polizei Berlin heute zwei für das bevorstehende Wochenende angezeigte Versammlungen sowie die Durchführung jeder Ersatzveranstaltung bis zum 16. April 2023 in Berlin verboten.
Basierend auf Erfahrungen der vergangenen Jahre und auch der jüngeren Vergangenheit, weitergehenden Erkenntnissen und Erstellung einer Prognose hat die Prüfung der Versammlungsbehörde ergeben, dass die unmittelbare Gefahr besteht, dass es bei den Versammlungen zu
- volksverhetzenden, antisemitischen Ausrufen,
- Gewaltverherrlichung,
- dem Vermitteln von Gewaltbereitschaft und dadurch zu Einschüchterungen sowie
- Gewalttätigkeiten
kommt.
Die Verbote betreffen folgende Versammlungen:
Sa, 15. April 2023
-
“Solidarität mit allen politischen Gefangenen am Tag der palästinensischen Gefangenen”
Kundgebung, 17.30 bis 19 Uhr, Hermannplatz
So, 16. April 2023
-
„Tag der palästinensischen Gefangenen“
Aufzug, 16 bis 18 Uhr, Rathaus Neukölln – Erkstraße – Sonnenallee – Hermannplatz",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1313443.php,berlin_police_results.csv,True,['antisemitisch'],13.04.2023,"['19', '18']",[],[],['versammlung'],['antisemitischen'],
Gesuchter Mann nach antisemitischer Beleidigung und Körperverletzung identifiziert,13.04.2023,Tempelhof-Schöneberg,"Nr. 0545
Der im Rahmen einer Öffentlichkeitsfahndung mit Fotos gesuchte Tatverdächtige zu einer antisemitischen Beleidigung und Körperverletzung vom 13. September 2022 konnte ermittelt werden. Hinweise aus der Bevölkerung führten zur Namhaftmachung des Mannes. Die Ermittlungen des Polizeilichen Staatsschutzes dauern weiter an.
Polizeimeldung Nr. 0126 vom 25. Januar 2023: Tatverdächtiger nach antisemitischer Beleidigung und Körperverletzung gesucht
Zu einer antisemitischen Beleidigung und einer Körperverletzung, die sich am 13. September 2022 gegen 10.30 Uhr in Mariendorf ereignet hat, erhofft sich die Polizei Berlin Hinweise aus der Bevölkerung und veröffentlicht hierfür zwei Fotos des Tatverdächtigen.
Wie sich im Verlauf der Ermittlungen herausgestellt hat, ereignete sich der Vorfall auf der Zwischenebene des U-Bahnhofs Westphalweg. Der bisher unbekannte Tatverdächtige soll einem 43-jährigen Mann, der dort gemeinsam mit seinem Sohn unterwegs war, unvermittelt einen Stoß gegen den linken Oberarm gegeben haben und ihn zudem antisemitisch beleidigt haben. Anschließend soll der unbekannte Mann in einen Zug der Linie U 6 gestiegen und in Richtung Tegel davongefahren sein.
Der 43-Jährige erlitt eine Schulterprellung.
Polizeimeldung Nr. 1826 vom 13. September 2022: Judenfeindliche Beleidigung auf offener Straße
Ein Mann wurde heute Vormittag in Mariendorf beleidigt. Gegen 10.30 Uhr befand sich der 43-Jährige in Begleitung seines Sohnes auf dem Gehweg vor dem U-Bahnhof Westphalweg und telefonierte, wobei er hebräisch sprach. Währenddessen kam ihm ein unbekannter Mann entgegen, rempelte ihn an einer Schulter an und beleidigte ihn antisemitisch. Anschließend entfernte sich der Täter in Richtung des Bahnhofes Westphalweg. Da nicht auszuschließen ist, dass der Tatverdächtige den Bereich des Bahnhofes betreten haben könnte, wurden die Videoaufzeichnungen des Bahnhofes gesichert. Die Ermittlungen dazu führt der Polizeiliche Staatsschutz beim Landeskriminalamt. Diese dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1287461.php,berlin_police_results.csv,True,['antisemitisch'],13.04.2023,"['10.30', '10.30']","['43', '43', '43']","['mann', 'mann', 'mann', 'mann', 'mann']","['treten', 'beleidigung', 'körperverletzung']","['antisemitisch', 'antisemitischer', 'antisemitischen']",
Homophobe Beleidigung und Raub in U-Bahn – Tatverdächtige namhaft gemacht,13.04.2023,Friedrichshain-Kreuzberg,"Nr. 0539
Nach einer eingeleiteten Öffentlichkeitsfahndung zu einer homophoben Beleidigung und einem Raub in einem U-Bahnzug der Linie 12 am Bahnhof Kottbusser Tor konnten, durch Hinweise aus der Bevölkerung, beide Tatverdächtige namhaft gemacht werden. Die weiteren Ermittlungen des Polizeilichen Staatsschutzes beim Landeskriminalamt dauern an.
Öffentlichkeitsfahndung Nr. 0534 vom 11. April 2023: Fahrgast homophob beleidigt und beraubt – Wer kennt diese Männer?
Mit der Veröffentlichung von Bildern aus einer Überwachungskamera bittet die Polizei Berlin um Mithilfe bei der Suche nach zwei Tatverdächtigen. Die beiden abgebildeten Männer stehen im Verdacht am Samstag, den 22. Oktober 2022 gegen 6 Uhr, in Kreuzberg einen Fahrgast in einem U-Bahnzug der Linie 12 am Bahnhof Kottbusser Tor homophob beleidigt und geschlagen zu haben. Dabei soll sie noch ein dritter Mann begleitet haben. Einer der beiden Abgebildeten soll zudem die Tasche und das Handy des damals 27-Jährigen entwendet haben. Der Fahrgast erlitt Verletzungen am Kopf sowie am Oberkörper und wurde ambulant in einem Krankenhaus behandelt.",https://www.berlin.de/polizei/polizeimeldungen/2023/pressemitteilung.1312588.php,berlin_police_results.csv,True,['homophobie'],13.04.2023,[],['27'],['mann'],"['schlagen', 'beleidigung']","['homophobe', 'homophoben', 'homophob']",
