Title,Date,Location,Text,URL,Tag
Minderjähriger mit Cannabis erwischt,11.02.2025,"Fürstenberg, Oberhavel","In der Bahnhofstraße haben Polizeibeamte im Rahmen einer Vermisstensuche am Montagmittag gegen 12:15 Uhr zwei Personen kontrollieren wollen, was schließlich zu einem Widerstand führte.
Das Erscheinungsbild der beiden 14-jährigen deutschen Jugendlichen hatte zur Personenbeschreibung der vermissten Minderjährigen gepasst, nach denen die Beamten suchten. Als die Polizisten sich den zu Kontrollierenden näherten, konnten sie beobachten, wie einer der beiden Jugendlichen versuchte Betäubungsmittel zu verstecken. Der Aufforderung die Substanzen herauszugeben, kam der 14-Jährige nicht nach, entwickelte stattdessen aggressives Verhalten und musste schließlich fixiert werden. Bei der anschließenden Durchsuchung wurde ein Tütchen Cannabisblüten gefunden und sichergestellt. Auch der zweite 14-Jährige führte Betäubungsmittelverdächtige Substanzen mit sich.
Es handelte sich schließlich bei keinem der kontrollierten Jugendlichen um die Vermissten, sodass sie nach Information an Erziehungsberechtigte aus der Maßnahme entlassen wurden. Es wurde niemand verletzt. Die Polizei ermittelt nun wegen Widerstand gegen Vollzugstreckungsbeamte.",https://polizei.brandenburg.de/pressemeldung/minderjaehriger-mit-cannabis-erwischt/5429167,None
Versuchter Einbruch - ein Tatverdächtiger vorläufig festgenommen,11.02.2025,"Ludwigsfelde, Ortslage, Teltow-Fläming","Am frühen Montagabend versuchten zwei Personen in der Ortslage Ludwigsfelde offenbar in ein Wohnhaus einzubrechen. Dies misslang, woraufhin das Duo sich offenbar an einem angrenzenden Grundstück nach Einbruchsmöglichkeiten umsah. Dabei bemerkten sie offenbar Überwachungstechnik und flüchteten. Sie waren jedoch bereits entdeckt worden, so dass ein Bewohner die Polizei informiert hatte.
Polizeibeamte begaben sich umgehend vor Ort und konnten bei der Absuche des Nahbereichs einen Tatverdächtigen feststellen. Der 40-jährige Mann wurde vorläufig festgenommen. Auch ein Fährtenhund kam zum Einsatz. Der zweite mutmaßliche Täter konnte jedoch nicht mehr festgestellt werden. Durch die Beamten wurde der Tatort dokumentiert und Spuren wurden gesichert. Eine entsprechende Strafanzeige wurde gefertigt.
Montag, 10.02.2025, 18:00 Uhr",https://polizei.brandenburg.de/pressemeldung/versuchter-einbruch-ein-tatverdaechtiger/5428842,None
Täter randalieren auf Dreiseitenhof und entwenden Werkzeug,11.02.2025,"Landkreis Potsdam-Mittelmark, Rosenau, Viesen, Potsdam-Mittelmark","Am Montag wurde polizeilich bekannt, dass unbekannte Täter sich im genannten Tatzeitraum Zutritt zu einem derzeit unbewohnten Grundstück/ Dreiseitenhof verschafften. Dort beschädigten die Unbekannten diverse Fensterscheiben, Teile des Mauerwerkes, sowie ein auf dem Hof abgeparktes Fahrzeug. Der Geschädigte teilte zudem mit, dass diverse Gegenstände (Kleinwerkzeug) entwendet wurde.  Der Gesamtschaden beläuft sich auf ca. 5.000 Euro. Die Beamten sicherten vor Ort Spuren und nahmen eine Strafanzeige auf. Die weiteren Ermittlungen übernimmt nun die Kriminalpolizei.
Freitag, 01.11.2024 - Montag, 10.02.2025, 15:49 Uhr",https://polizei.brandenburg.de/pressemeldung/taeter-randalieren-auf-dreiseitenhof-und/5428711,None
Einbruch in Imbiss,10.02.2025,"Nennhausen, Zentrum, Havelland",In einen Imbiss in Nennhausen verschafften sich unbekannte Täter am vergangenen Wochenende gewaltsamen Zutritt. Aus dem Inneren entwendeten die Täter Getränke und Bargeld. Es entstand ein Schaden in Höhe von ca. 400 Euro. Die Polizeibeamten nahmen eine Strafanzeige auf und sicherten die vorhandenen Spuren am Tatort.,https://polizei.brandenburg.de/pressemeldung/einbruch-in-imbiss/5427220,None
Günstige Gelegenheit genutzt,10.02.2025,"Nauen, Hamburger Straße, Havelland","Am Sonntagvormittag betraten bislang unbekannte Täter das Gelände einer Firma in Nauen. Über einen Notausgang, welcher am Objekt nicht richtig verschlossen war verschafften diese sich Zutritt zum Inneren durchsuchten das Gebäude und entwendete Ware des Geschäfts. Die Anzeigenaufnahme erfolgte durch die Polizeibeamten vor Ort.",https://polizei.brandenburg.de/pressemeldung/guenstige-gelegenheit-genutzt/5427219,None
Dieb entwendet Einnahmen,10.02.2025,"Falkensee, Scharenbergstraße, Havelland","Eine 46-jährige Frau befand sich am Sonntagnachmittag mit ihrer Firma auf einer Messe, wo sie ihre Tasche am Messestand zurückließ. Unbekannte Täter nutzten die Abwesenheit der Frau und entwendeten ein in der Tasche befindliches Portemonnaie. Es entstand ein Schaden von über 1.000 Euro. Die Polizeibeamten nahmen eine Strafanzeige auf.",https://polizei.brandenburg.de/pressemeldung/dieb-entwendet-einnahmen/5427213,None
Einbruch in Vereinsräume,10.02.2025,"Waldstadt II, Potsdam","In der Nacht von Sonnabend zu Sonntag brachen unbekannte Täter in ein Vereinsgebäude in der Waldstadt II ein. Die Einbrecher öffneten gewaltsam ein Fenster, stiegen ein und durchsuchten anschließend die Räume. Nach einem ersten Überblick wurden Computertechnik und eine Musikbox entwendet. Der Schaden wurde bei der Anzeigenaufnahme auf einen Betrag im vierstelligen Bereich geschätzt.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-vereinsraeume/5427091,None
Einbruch in Gartenlauben,10.02.2025,"Babelsberg Süd, Stahnsdorfer Straße, Potsdam","Am Sonntagvormittag, dem 09. Februar, zeigte der Besitzer einer Gartenlaube in Babelsberg Süd an, dass diese durch unbekannte Täter in der Zeit zwischen Mittwoch und Freitag aufgebrochen wurde. Unbekannte Täter überstiegen vermutlich einen Zaun, brachen dann das Gartenhäuschen auf und stahlen eine Kaffeemaschine und Elektrowerkzeug. Bei der Anzeigenaufnahme am Tatort stellten die Beamten zwölf weitere aufgebrochene und durchwühlte Lauben fest. Was dort gestohlen wurde, ist derzeit noch nicht bekannt. Der vorläufig bekannte Schaden lag bei 1.000 Euro. Es wurden jeweils Anzeigen zu allen festgestellten Einbrüchen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-gartenlauben/5427090,None
Körperlicher Übergriff beim Aufhängen von Plakaten,10.02.2025,"Teltow, Mahlower Straße, Potsdam-Mittelmark","Ein 31-jähriger Mann rief am Sonntagvormittag die Polizei. Er gab an, dass er in Teltow Plakate anbringe und dabei angegriffen worden sein soll. Nach bisherigen Erkenntnissen wurde ein 38-jähriger Tatverdächtiger darauf aufmerksam und wurde gegenüber dem 31-Jährigen zunächst verbal aggressiv. Dann soll er ein Plakat abgerissen haben sowie den Mann beleidigt und geschubst haben. Das Plakat wurde beschädigt. Verletzt wurde der Betroffene nicht. Es wurde eine Anzeige wegen Sachbeschädigung, Beleidigung und versuchter Körperverletzung aufgenommen.",https://polizei.brandenburg.de/pressemeldung/koerperlicher-uebergriff-beim-aufhaengen/5427085,None
Einbruchsversuch,10.02.2025,"Merzdorf, Elbe-Elster","Einen Einbruchsversuch an einem Wohnhaus in der Elsterwerdaer Straße nahm die Polizei am Sonntagnachmittag auf. Unbekannte hatten die äußere Scheibe einer doppeltverglasten Tür zerstört.
Nach ersten Erkenntnissen ist aber niemand ins Haus gelangt. Dennoch suchten und dokumentierten die Beamten Spuren, mit denen sich nun die Kriminalpolizei befasst.",https://polizei.brandenburg.de/pressemeldung/einbruchsversuch/5427027,None
Autoscheibe eingeworfen,10.02.2025,"Finsterwalde, Elbe-Elster","Der Besitzer eines PKW RENAULT musste am Sonntagvormittag feststellen, dass die Seitenscheibe seines ""Megane"" kaputt war. Der stand in der Jägerstraße. Die Ursache war mit Hilfe der herbeigerufenen Beamten auch schnell gefunden: Im Auto lag eine Bierflasche, die da nicht hingehörte und mit der die Scheibe offensichtlich eingeworfen worden war.
Die Polizisten stellten sie sicher, um sie auf Spuren zu untersuchen. Nach ersten Schätzungen entstand durch den Flaschenwurf ein Schaden von mindestens 500 Euro.",https://polizei.brandenburg.de/pressemeldung/autoscheibe-eingeworfen/5427022,None
Einbruch in Transporter,10.02.2025,"Schwarzheide, Oberspreewald-Lausitz","Der Besitzer eines VW Crafter stellte am Montagmorgen fest, dass jemand in das Fahrzeug eingebrochen war, das in der Naundorfer Straße abgestellt war.
Aus dem Inneren fehlten ein Motorrad und zwei Helme, so dass sich der Schaden auf etwa 10.000 Euro summiert.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-transporter/5427020,None
Unter Drogenverdacht,10.02.2025,"Brieske, Oberspreewald-Lausitz","In der Ringstraße stoppten Polizeibeamte am Sonntagvormittag einen VW Golf für eine Verkehrskontrolle. Sie stellten fest, dass der Fahrer nicht angeschnallt war. Die Beamten ließen den Mann außerdem einen Reaktionstest machen, weil sie Zweifel daran hatten, ob er fahrtüchtig ist.
Daraufhin gab der Mann zu, Cannabis konsumiert zu haben, wollte aber keinen Drogenvortest machen. Deshalb nahmen die Polizisten ihn mit zur beweissichernden Blutentnahme und untersagten ihm die Weiterfahrt.",https://polizei.brandenburg.de/pressemeldung/unter-drogenverdacht/5427019,None
Auto fährt in Teich,10.02.2025,"Hermsdorf, Oberspreewald-Lausitz","Im Ortsteil Lipsa ist am Sonntagabend ein PKW VW von der Straße abgekommen und in den Dorfteich gefahren. Der Fahrer konnte sich nicht selbstständig aus der misslichen Lage befreien und wurde von der Feuerwehr aus dem Auto geholt.
Nach ersten Erkenntnissen könnte ein medizinisches Problem der Grund für den Unfall sein, allerdings lag auch der Wert eines Atemalkoholtests im Bereich einer Verkehrsstraftat. Der Mann wurde daher nicht nur zur Behandlung, sondern auch für eine beweissichernde Blutprobe in ein Krankenhaus gebracht.
Da der Wagen lediglich mit der Stoßstange im Wasser stand, hält sich der Schaden mit einigen hundert Euro im Rahmen, allerdings musste die Feuerwehr das Auto aus dem Waser ziehen, es wurde zu weiteren Untersuchungen sichergestellt.",https://polizei.brandenburg.de/pressemeldung/auto-faehrt-in-teich/5427012,None
Einbruch in Praxis,10.02.2025,"Freienhufen, Oberspreewald-Lausitz","Die Polizei wurde am Montagfrüh in die Freienhufener Hauptstraße gerufen. Unbekannte waren hier in das Haus eingebrochen und hatten sämtliche Räume einer Praxis durchwühlt. Was genau gestohlen wurde, kann erst gesagt werden, wenn sich die Besitzer einen Überblick verschafft haben.
Kriminaltechniker haben Spuren gesichert, mit denen sich nun die Kriminalpolizei beschäftigt.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-praxis/5427011,None
Dieseldiebstahl,10.02.2025,"Schwarzheide, Oberspreewald-Lausitz","Die Polizei wurde am Montagmorgen zu einer Baustelle gerufen. Dort hatten Unbekannte sich Zutritt verschafft und aus einem Bagger Diesel abgezapft.
Dabei entstand ein Schaden von einigen hundert Euro.",https://polizei.brandenburg.de/pressemeldung/dieseldiebstahl/5426983,None
Transporter gestohlen,10.02.2025,"Lübben, Dahme-Spreewald","Ein Firmengrundstück in der Breiten Straße war am vergangenen Wochenende das Ziel von Dieben, wie der Polizei am Montagmorgen gemeldet wurde. Vom dortigen Parkplatz war ein FORD-Transporter gestohlen worden.
Gleichzeitig mit der Anzeigenaufnahme wurde die internationale Fahndung nach dem Modell „Transit“ eingeleitet.",https://polizei.brandenburg.de/pressemeldung/transporter-gestohlen/5426982,None
Im Parkhaus randaliert,10.02.2025,"Schönefeld, Dahme-Spreewald","Am Montagvormittag wurde die Polizei durch den Betreiber darüber informiert, dass in dem Parkhaus in der Margarete-von-Etzdorf-Straße offenbar Randalierer ihr Unwesen getrieben hatten. Mehrere Lampen waren zerschlagen und ein geparkter PKW VW erheblich beschädigt worden.
Die bislang absehbaren Schäden wurden mit mehreren zehntausend Euro angegeben. Nach erster Spurensicherung ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/im-parkhaus-randaliert/5426977,None
Einbruch in Tankstelle,10.02.2025,"Königs Wusterhausen, Dahme-Spreewald","Ein Einbruch in die Tankstelle in der Luckenwalder Straße wurde der Polizei am Montagmorgen kurz vor 04:00 Uhr gemeldet. Kriminelle hatten sich gewaltsam Zugang zu den Büro- und Geschäftsräumen verschafft und es offensichtlichen auf einen Tresor abgesehen. Bisherigen Informationen zufolge wurde dem Unternehmen ein Schaden im fünfstelligen Eurobereich zugefügt.
Nach der Sicherung von Spuren und Beweismitteln hat inzwischen die Kriminalpolizei weiterführende Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-tankstelle/5426968,None
Kriminaltechniker im Einsatz,10.02.2025,"Wildau, Dahme-Spreewald","Durch einen Sicherheitsdienst wurde die Polizei am Sonntagabend kurz vor 21:00 Uhr über einen Einbruch in einen Discounter in der Dorfaue informiert. An dem Gebäude war ein Gitter aufgebrochen worden, um durch ein Fenster in die Geschäftsräume zu gelangen.
Inwieweit etwas gestohlen wurde, ist nun Gegenstand kriminalpolizeilicher Ermittlungen und der dazugehörigen Inventur durch das Unternehmen. Bis nach Mitternacht waren Kriminaltechniker des Tatortdienstes zur Spurensicherung im Einsatz.",https://polizei.brandenburg.de/pressemeldung/kriminaltechniker-im-einsatz/5426953,None
Firmentransporter aufgebrochen,10.02.2025,"Forst, Spree-Neiße","Im Laufe des Wochenendes sind Diebe in der Spremberger Straße in einen Firmentransporter eingebrochen.
Aus dem Inneren entwendeten die Täter das Radio und ein Arbeitsgerät, so dass die Schäden mit rund 5.000 Euro beziffert wurden.",https://polizei.brandenburg.de/pressemeldung/firmentransporter-aufgebrochen/5426945,None
Test zeigt Drogenmix am Steuer,10.02.2025,"Forst, Spree-Neiße","Amphetamine, Metamphetamine, Kokain und Cannabis: Diesen Drogenmix hatte ein Autofahrer am Sonntagabend im Körper, bevor er in sein Auto stieg, wie ein entsprechender Test anzeigte.
Polizisten hatten den PKW SEAT gegen 22:15 Uhr im Storchenweg gestoppt. Im Anschluss ging es für den Fahrer zur Blutprobe und dann zu Fuß weiter.",https://polizei.brandenburg.de/pressemeldung/test-zeigt-drogenmix-am-steuer/5426944,None
Einbrüche in Gärten und Keller,10.02.2025,"Forst, Spree-Neiße","Zwei Gärten in einer Anlage an der Wehrinselstraße sind das Ziel von Einbrechern geworden, wie der Polizei am Sonntagnachmittag angezeigt wurde. Nach derzeitigen Erkenntnissen wurde ein Laubsauger gestohlen und Sachschaden verursacht. Die weiteren Ermittlungen hat die Kriminalpolizei übernommen.
Auch in zwei Keller in einem Wohnhaus an der Ringstraße wurde eingebrochen. Hierbei hatten die Täter ein Fahrrad im Wert von einigen hundert Euro gestohlen.",https://polizei.brandenburg.de/pressemeldung/einbrueche-in-gaerten-und-keller/5426940,None
Einbruch in Vereinsheim,10.02.2025,"Neuhausen, Spree-Neiße","Am Sonntagmittag wurde der Polizei ein Einbruch in ein Vereinsgebäude in Drieschnitz-Kasel angezeigt. Aus dem Inneren hatten die Täter vermutlich am Samstagabend neben Bargeld auch Getränke und einen Fernseher gestohlen.
Der so entstandene Schaden ist nicht genau beziffert. Polizeibeamte sicherten am Ort des Geschehens Spuren und leiteten weitere Ermittlungen ein.",https://polizei.brandenburg.de/pressemeldung/einbruch-in-vereinsheim/5426929,None
Von Balkon gestohlen,10.02.2025,"Cottbus, Cottbus","Rotwein und Limonade wurde in der vergangenen Nacht von einem Balkon in der Klosterstraße gestohlen. Die Täter hatten zunächst ein Katzennetz zerschnitten und waren dann auf den Balkon gelangt.
Die Polizei leitete Ermittlungen zu den durstigen Dieben ein.",https://polizei.brandenburg.de/pressemeldung/von-balkon-gestohlen/5426920,None
Vandalismus an Bushaltestelle,10.02.2025,"Cottbus, Cottbus","Montagmorgen stellten Mitarbeiter fest, dass die Glasscheibe einer Bushaltestelle zerstört wurde. Dem Verkehrsbetrieb entstand so ein Schaden von geschätzten 1.000 Euro.
Die Polizei hat Ermittlungen wegen Sachbeschädigung aufgenommen.",https://polizei.brandenburg.de/pressemeldung/vandalismus-an-bushaltestelle/5426896,None
Kennzeichen abgerissen,10.02.2025,"Cottbus, Cottbus","In der Lieberoser Straße, der Hallenser Straße und am Spreeufer sind am Sonntag die Kennzeichen von dort abgestellten Autos abgerissen und zurückgelassen worden, wie der Polizei am Abend angezeigt wurde. Insgesamt sind nach derzeitigen Erkenntnissen sieben Autos unterschiedlicher Marken betroffen.
Es entstanden jeweils Sachschäden. Die Ermittlungen zu den Hintergründen dauern an.",https://polizei.brandenburg.de/pressemeldung/kennzeichen-abgerissen/5426871,None
Autoreifen zerstochen,10.02.2025,"Cottbus, Cottbus","Vier Plattfüße musste ein Autobesitzer am Sonntagabend an seinem PKW RENAULT feststellen. Die hinzugerufenen Polizeibeamten fanden Einstichstellen an den Reifen und leiteten daher entsprechende Ermittlungen wegen Sachbeschädigung ein.
Dem Eigentümer entstand ein Schaden von fast 1.000 Euro.",https://polizei.brandenburg.de/pressemeldung/autoreifen-zerstochen/5426851,None
Unruhe vor der Polizeihaustür,10.02.2025,"Wittstock/Dosse, Ostprignitz-Ruppin","Vor dem Polizeirevier in der Poststraße ist es am frühen Sonntagmorgen gegen 04:20 Uhr zu einer Schlägerei dreier alkoholisierter Passanten gekommen, welche durch ein schnelles Eingreifen der dort stationierten Polizisten beendet werden konnte. Die Beamten hatten zunächst lautes Geschrei vor dem Revier wahrgenommen und begaben sich daraufhin auf die Poststraße. Dort fand eine körperliche Auseinandersetzung zwischen einem 30-jährigen Mann (1,75 Promille) und einem 23-Jährigen (2,14 Promille) statt. Als eine 27-Jährige (1,16 Promille) die beiden Wittstocker zu trennen versuchte, wurde sie von dem 30-Jährigen geschubst und fiel zu Boden. Um die Rangelei zu beenden, mussten die Polizeibeamten den 30-Jährigen Hauptakteur mit einfacher Körperlicher Gewalt zu Boden bringen und zunächst fesseln, bis dieser sich beruhigte. Er erhielt im Anschluss an die Anzeigenaufnahme wegen Körperverletzung einen Platzverweis. Während des Einsatzes wurden drei Beamte leicht verletzt, mussten jedoch nicht medizinisch versorgt werden. Auch die drei an der Auseinandersetzung beteiligten Wittstocker lehnten eine Behandlung durch Rettungskräfte ab.",https://polizei.brandenburg.de/pressemeldung/unruhe-vor-der-polizeihaustuer/5426736,None
"Feststellzeit: Samstag, 08.02.2025, 08:45 Uhr",10.02.2025,"Falkensee, Hamburger Straße, Geschichtspark, Havelland","Ein Beauftragter der Stadt Falkensee stellte, im Rahmen einer Kontrolle am Samstagmorgen Beschädigungen mehrerer Gedenkstehlen, welche in Schrift und Bild an die Geschichte eines ehemaligen KZ-Außenlagers erinnern, im Falkenseer Geschichtspark fest. Bislang unbekannte Täter hatten dort zuvor die im Siebdruck aufgebrachte Folierung, von insgesamt sechs Stehlen erheblich zerkratzt und dadurch zerstört. Dabei waren keine politischen Symbole zu erkennen. Die Polizei hat Strafanzeige wegen gemeinschädlicher Sachbeschädigung aufgenommen und Spuren gesichert und Ermittlungen im Umfeld durchgeführt. Nach ersten Schätzungen soll der Sachschaden über 10.000 Euro betragen.",https://polizei.brandenburg.de/pressemeldung/feststellzeit-samstag-08-02-2025-08-45-u/5426214,None
